PeakID	ATF3	AP-1	MITF(bHLH)	PB0058.1_Sfpi1_1	IRF1(IRF)	LXR-HALF	TEF	LXRE(NR),DR4
Merged-chr10-118709872-2	1	1	1	0	1	1	1	1
Merged-chrUn_JH584304-106827-2	0	1	0	0	1	1	1	0
Merged-chr15-58261827-2	0	1	1	1	1	1	0	0
Merged-chr17-34347783-2	0	0	0	1	1	0	1	0
Merged-chr17-6747011-2	0	1	0	1	0	1	1	0
Merged-chr9-3004573-2	0	0	0	0	1	0	0	0
Merged-chr5-105718423-2	0	1	0	1	1	0	1	0
Merged-chr3-87521369-2	0	0	0	1	1	1	1	0
Merged-chr2-167649425-2	1	1	1	0	1	1	1	1
Merged-chr10-13837840-2	0	1	1	1	0	0	0	1
Merged-chr15-25830613-2	0	1	1	1	1	1	1	0
Merged-chr13-45109159-2	1	0	0	1	0	0	0	0
Merged-chr1-180365297-2	0	0	1	1	0	1	1	0
Merged-chr1-171617117-2	0	1	1	1	0	1	1	0
Merged-chr4-9131803-2	0	0	1	1	0	1	0	0
Merged-chr2-101881956-2	0	1	1	0	1	1	1	0
Merged-chr7-64011917-2	1	1	1	0	0	1	0	0
Merged-chr8-77435162-2	0	0	1	1	1	0	1	0
Merged-chr3-135517047-1	0	1	1	1	1	1	1	0
Merged-chr18-56737589-1	1	1	0	1	1	1	1	0
Merged-chr14-33247908-2	1	0	1	0	0	1	0	0
Merged-chr15-39737658-2	1	1	1	1	1	1	1	0
Merged-chr1-135659677-2	0	0	1	1	0	0	1	0
Merged-chr3-79542779-2	1	0	1	0	0	1	0	0
Merged-chr1-82832042-1	1	1	1	0	0	1	1	0
Merged-chr10-5191706-2	1	1	0	1	1	1	1	0
Merged-chr14-76330190-2	1	1	1	1	0	1	1	0
Merged-chr9-70207246-2	0	0	0	0	0	1	0	0
Merged-chr9-25485688-2	1	0	0	1	0	0	1	0
Merged-chr17-45746962-2	0	0	1	1	0	1	1	0
Merged-chr5-113592026-2	1	1	1	1	1	0	1	0
Merged-chr1-191438649-2	0	0	1	1	1	0	1	0
Merged-chr13-52981163-2	0	0	0	0	0	0	1	0
Merged-chr4-145254578-2	0	0	0	1	0	1	0	0
Merged-chr16-97067016-1	0	1	1	1	1	1	0	0
Merged-chr10-115332537-1	1	0	1	0	0	1	1	1
Merged-chr13-83074413-2	0	0	0	0	0	0	1	0
Merged-chr2-126476240-2	0	1	1	1	0	1	0	0
Merged-chr8-126867853-2	0	1	1	0	0	1	0	0
Merged-chr16-25058233-2	1	0	1	1	0	1	1	0
Merged-chr9-3001428-2	0	1	0	0	1	0	1	0
Merged-chr5-72868495-2	0	1	0	1	0	0	1	0
Merged-chr7-64279726-2	1	0	1	0	0	0	0	0
Merged-chr15-79354817-2	1	0	1	1	0	1	0	0
Merged-chr2-6379025-2	1	0	1	1	0	1	1	0
Merged-chr2-144290526-2	1	0	1	1	0	1	1	1
Merged-chr7-75796635-2	1	1	1	1	1	0	1	0
Merged-chr2-6366793-2	1	1	1	1	0	1	1	0
Merged-chr1-180417317-2	1	0	1	1	0	1	0	0
Merged-chr2-76610893-2	1	0	1	1	0	0	0	0
Merged-chr4-86712829-1	1	0	1	1	0	1	1	0
Merged-chr8-70630902-2	0	1	1	0	0	1	1	1
Merged-chr11-67526747-2	1	0	0	0	0	0	1	0
Merged-chr9-3018369-2	0	1	0	0	1	0	0	0
Merged-chr14-103034279-2	0	0	1	0	1	1	1	0
Merged-chr15-38602345-2	1	0	1	1	0	1	1	0
Merged-chr1-191275836-2	1	1	1	0	0	1	1	0
Merged-chr2-35463591-2	0	0	1	1	1	0	1	0
Merged-chr14-120762956-2	0	0	1	1	1	1	1	0
Merged-chr10-96338235-2	0	0	1	1	0	1	0	0
Merged-chr10-7063154-2	0	1	0	1	1	1	1	0
Merged-chr5-17839815-2	0	1	1	1	0	1	1	0
Merged-chrX-159735685-2	0	1	1	1	0	1	1	0
Merged-chr3-100440869-2	0	1	1	1	1	1	0	0
Merged-chr15-31349924-1	1	1	1	1	1	1	1	0
Merged-chr1-194672001-2	1	1	1	1	0	1	1	0
Merged-chr11-115639164-2	0	0	1	1	0	1	0	0
Merged-chr2-11332651-2	0	1	1	1	1	1	0	0
Merged-chr13-24104190-2	1	1	1	1	0	1	1	1
Merged-chr18-54970980-2	1	0	0	0	0	1	1	0
Merged-chr19-24166673-2	1	1	0	1	0	0	0	0
Merged-chr4-9116029-2	1	0	1	1	1	1	1	0
Merged-chr12-116442787-2	1	1	1	0	0	1	0	1
Merged-chrUn_JH584304-98170-2	0	1	0	0	1	0	0	0
Merged-chr1-84881718-2	1	0	1	0	0	0	1	0
Merged-chr13-28420018-2	0	1	1	1	0	1	0	0
Merged-chr3-100994433-2	0	0	1	1	1	0	0	0
Merged-chr7-49159131-2	0	1	1	1	1	1	1	0
Merged-chr1-191230803-1	1	0	1	0	1	1	1	1
Merged-chr3-50439037-1	0	0	1	1	1	1	0	0
Merged-chr5-98016964-2	0	0	1	1	1	0	0	0
Merged-chr17-80172906-2	1	1	1	1	1	0	0	0
Merged-chr17-88112432-2	1	1	1	1	0	1	1	0
Merged-chr19-21106371-2	1	0	1	1	0	0	1	0
Merged-chr14-19419622-2	0	0	0	0	1	0	1	0
Merged-chr6-34907912-2	0	0	1	0	0	0	0	0
Merged-chr1-107589987-2	1	0	1	1	1	0	1	0
Merged-chr9-99122923-2	0	1	1	1	1	1	1	0
Merged-chr4-86686741-1	1	1	1	0	0	1	0	0
Merged-chr13-5837605-1	1	0	1	0	0	0	0	0
Merged-chr13-5871584-1	1	1	1	0	1	0	0	0
Merged-chr5-137076318-2	0	1	0	1	0	1	0	0
Merged-chr8-27174697-2	0	0	1	0	0	1	1	0
Merged-chr6-146686960-2	0	1	1	1	0	1	1	0
Merged-chr5-113945364-2	1	0	1	1	0	1	0	1
Merged-chr3-50605958-1	1	1	1	1	0	1	0	0
Merged-chr11-32358607-1	1	1	1	1	1	1	1	0
Merged-chr5-148483473-2	0	1	1	1	1	0	1	0
Merged-chr10-87696698-2	0	1	1	1	0	1	0	0
Merged-chr6-88108249-2	1	0	1	1	0	0	0	0
Merged-chr9-25510798-2	0	0	0	1	0	0	1	0
Merged-chr5-98018343-2	0	0	0	1	1	0	1	0
Merged-chr10-40077784-2	0	0	1	1	0	1	0	0
Merged-chr3-135298770-1	1	1	0	0	1	1	0	0
Merged-chr13-73433783-2	1	0	1	1	0	1	0	0
Merged-chr6-108719032-2	0	0	0	1	0	0	0	0
Merged-chr13-40921491-2	0	0	1	1	1	1	1	0
Merged-chr12-95748962-2	1	1	1	1	0	1	0	0
Merged-chr6-113677551-2	0	0	0	1	0	0	0	0
Merged-chr1-128724712-2	0	0	1	1	1	1	1	0
Merged-chr13-110944885-2	0	1	1	1	1	1	1	0
Merged-chr13-49298653-2	0	0	1	1	0	1	0	0
Merged-chr8-119812091-2	0	0	1	1	0	1	0	0
Merged-chr3-10012541-2	0	0	0	0	0	0	0	0
Merged-chr18-75367364-2	0	0	0	0	0	0	0	0
Merged-chr17-50120280-2	0	1	1	1	1	1	0	0
Merged-chr9-44228349-2	0	0	1	1	0	1	0	0
Merged-chr2-29624959-2	0	1	1	0	0	1	1	0
Merged-chr5-24266498-2	1	0	1	1	0	1	1	0
Merged-chr6-17749186-2	0	1	0	0	0	1	1	0
Merged-chr5-3494553-2	1	1	1	0	0	1	0	1
Merged-chr2-167717434-2	1	0	1	1	0	1	0	0
Merged-chr15-5446585-2	1	1	1	1	1	1	1	0
Merged-chr10-83343985-1	1	0	1	1	0	1	0	0
Merged-chr2-13407460-1	1	0	1	0	1	1	0	0
Merged-chr12-102745035-2	0	1	1	1	0	1	0	0
Merged-chr7-110109260-2	1	1	1	0	1	1	1	0
Merged-chr15-27709428-2	1	0	1	1	0	0	0	0
Merged-chr4-119181639-2	0	0	1	1	1	0	0	0
Merged-chr2-58157157-2	0	1	0	1	1	1	1	0
Merged-chr6-125483590-1	1	1	1	1	0	1	1	0
Merged-chr3-50382944-1	0	0	1	1	1	0	0	0
Merged-chr4-93341767-1	0	0	1	1	1	0	0	0
Merged-chr8-72008545-2	0	0	0	1	0	0	1	0
Merged-chr2-166730390-2	0	1	1	0	0	1	0	0
Merged-chr1-39936660-2	0	0	1	0	0	1	1	0
Merged-chr1-128590912-2	0	0	0	1	1	1	1	0
Merged-chr15-5447028-2	1	1	1	0	1	1	1	0
Merged-chr9-111063071-2	0	1	1	1	1	1	0	0
Merged-chr14-64327675-2	0	0	1	1	0	1	1	0
Merged-chr8-122139958-1	1	1	1	0	0	1	1	0
Merged-chr12-80054475-2	0	1	1	1	0	1	1	0
Merged-chr6-53573278-2	1	1	1	0	0	0	1	0
Merged-chr1-74295676-2	1	0	1	1	0	0	1	0
Merged-chr14-47371980-1	1	1	1	0	0	1	0	0
Merged-chr4-9122866-2	1	1	1	1	1	1	1	0
Merged-chr4-6355458-2	1	1	1	1	0	1	0	0
Merged-chr17-6746243-2	0	0	1	0	1	0	0	0
Merged-chr15-79348282-3	0	0	1	1	0	1	0	0
Merged-chr2-136937077-2	0	1	0	1	1	0	1	0
Merged-chr3-108856140-2	0	0	1	1	0	1	1	0
Merged-chr7-46834016-2	0	1	0	1	0	0	0	0
Merged-chr5-148342559-1	0	1	0	1	1	0	1	0
Merged-chr8-88281786-2	0	0	0	0	0	0	0	0
Merged-chr7-28907422-1	1	0	1	1	1	0	0	0
Merged-chr3-144352828-1	1	1	1	1	1	1	1	1
Merged-chr5-118478422-2	0	1	1	1	1	1	1	0
Merged-chr2-132212515-1	1	0	1	0	0	1	0	0
Merged-chr18-46612344-2	0	1	1	1	0	1	0	0
Merged-chr4-150798942-2	1	0	1	1	1	1	1	0
Merged-chr4-145222165-2	0	0	0	1	0	1	0	0
Merged-chr19-8984630-2	0	0	1	0	0	1	1	0
Merged-chr14-25493703-2	0	1	1	1	0	1	0	1
Merged-chr1-86214445-2	0	1	1	1	0	1	0	0
Merged-chr2-145860762-2	0	0	1	1	0	1	0	0
Merged-chr10-24931682-1	1	0	1	1	1	1	0	1
Merged-chr9-54474288-1	0	1	1	1	0	1	0	0
Merged-chr8-11039033-2	1	0	1	1	0	1	1	0
Merged-chr10-84573869-2	1	0	0	1	1	0	1	0
Merged-chr13-116949738-2	0	0	0	1	0	0	1	0
Merged-chr16-10436387-2	0	0	1	1	1	1	0	0
Merged-chr1-87181117-2	1	1	0	1	0	1	1	0
Merged-chr3-59312807-2	1	0	1	1	0	0	1	0
Merged-chr10-111996001-2	1	1	1	1	0	1	0	0
Merged-chr8-18619276-2	1	0	1	0	0	1	0	0
Merged-chr6-65585608-2	1	1	1	1	1	0	1	0
Merged-chr10-81359013-2	0	1	1	1	1	1	1	0
Merged-chr13-110600190-2	1	0	1	1	1	1	1	0
Merged-chr15-103393777-1	1	1	1	1	1	1	1	0
Merged-chr2-131423749-1	1	1	1	1	1	1	1	0
Merged-chr6-146222173-2	1	1	1	1	0	1	1	0
Merged-chr6-35253204-2	1	0	1	0	0	0	0	0
Merged-chr17-74018471-2	1	0	1	1	0	0	0	0
Merged-chr4-150061017-2	0	0	1	1	0	1	0	0
Merged-chr1-191201363-2	0	1	1	0	0	1	1	0
Merged-chr7-99680904-1	0	1	1	1	1	1	0	0
Merged-chr13-6633667-2	1	0	1	1	0	0	0	0
Merged-chr12-81719921-2	0	1	1	1	1	1	1	0
Merged-chr11-87031012-2	0	0	1	1	0	1	0	0
Merged-chr4-45799042-2	0	0	0	1	0	0	1	0
Merged-chr3-50607947-1	0	1	1	1	0	1	0	0
Merged-chr4-47278600-1	1	0	1	0	0	0	1	0
Merged-chr11-113063338-1	1	1	1	1	0	1	0	0
Merged-chr13-63243744-1	1	1	1	0	0	1	0	0
Merged-chr14-13361385-2	1	0	1	1	1	1	1	0
Merged-chr8-36122924-2	0	1	1	1	0	1	1	0
Merged-chr13-12569931-2	1	0	1	1	1	0	0	0
Merged-chr6-108571414-2	0	0	1	1	0	1	0	0
Merged-chr1-166788140-2	1	0	1	1	1	0	1	0
Merged-chr8-126908947-2	0	0	1	1	0	0	1	0
Merged-chr10-88417898-2	1	0	1	1	0	0	1	1
Merged-chr1-173409205-2	1	0	1	1	0	1	1	0
Merged-chr9-3022158-2	0	1	0	0	1	0	1	0
Merged-chr14-120762371-2	1	0	1	0	1	1	1	0
Merged-chr1-125454678-2	1	1	1	1	1	1	0	0
Merged-chr13-16738861-1	1	0	1	1	1	0	0	0
Merged-chr1-191292599-1	1	1	1	0	0	1	0	0
Merged-chr17-80175183-2	0	1	1	1	0	1	0	0
Merged-chr2-52959255-2	0	0	1	1	1	1	1	0
Merged-chr18-35942345-2	0	0	0	1	1	1	0	0
Merged-chr17-45033746-2	1	1	1	1	1	1	0	1
Merged-chr4-59366366-2	1	0	1	1	0	0	0	0
Merged-chr10-111996664-2	1	1	0	1	1	1	1	0
Merged-chr7-89248298-2	0	0	1	1	1	0	1	1
Merged-chr17-26605748-2	1	0	1	1	0	1	1	0
Merged-chr17-7169460-2	0	1	1	1	0	1	0	0
Merged-chr13-5864411-2	0	0	1	0	0	1	0	0
Merged-chr8-13293904-1	0	1	0	1	1	1	0	0
Merged-chr9-120012981-1	1	1	1	0	0	1	0	0
Merged-chr4-150076353-2	0	0	0	0	1	0	1	0
Merged-chr12-108994782-2	0	0	0	1	1	1	0	0
Merged-chr5-148489512-2	0	0	0	1	0	1	1	0
Merged-chr1-106714421-2	0	0	0	1	0	0	1	0
Merged-chr5-29289923-2	1	0	1	0	1	0	1	1
Merged-chr10-5194777-2	0	0	1	1	0	0	0	0
Merged-chr17-90797853-1	1	0	1	1	1	1	0	0
Merged-chr8-91395860-1	1	0	1	1	1	0	0	0
Merged-chr5-138775255-1	1	1	1	1	1	1	0	0
Merged-chr11-46454854-2	0	0	1	1	0	1	0	0
Merged-chr12-17773909-2	1	0	1	1	0	0	0	0
Merged-chr13-82949752-2	0	0	1	1	1	0	1	0
Merged-chr9-3027782-2	0	1	0	0	1	0	0	0
Merged-chr6-120453332-2	1	0	1	1	1	1	0	0
Merged-chr14-76328942-2	0	1	1	1	1	0	1	0
Merged-chr9-56465508-2	1	1	1	1	0	0	1	1
Merged-chr3-36467793-2	1	0	1	0	0	1	0	0
Merged-chr17-45758128-2	1	1	1	1	1	1	1	0
Merged-chr4-135203397-2	1	1	1	1	0	0	0	0
Merged-chr12-8831919-1	0	1	1	1	1	1	1	0
Merged-chr7-24387427-2	1	0	1	0	0	1	0	1
Merged-chr12-86047582-2	0	0	1	0	0	0	0	0
Merged-chr9-75196570-2	1	0	1	1	0	1	0	0
Merged-chr18-68159974-2	0	0	0	1	0	0	0	0
Merged-chr18-67392383-2	0	0	1	1	0	1	0	0
Merged-chr14-66846590-2	0	0	1	1	0	0	1	0
Merged-chr13-43269135-1	0	1	1	1	0	1	1	0
Merged-chr4-9647495-2	1	1	1	1	0	0	1	0
Merged-chr7-117487115-1	1	1	1	1	1	1	1	0
Merged-chr4-129794103-1	1	0	1	1	1	0	0	0
Merged-chr9-40344029-1	1	1	1	1	1	1	1	0
Merged-chr12-8511187-2	1	0	1	0	0	0	0	0
Merged-chr5-8806044-2	0	1	1	1	1	0	1	0
Merged-chr12-102297219-2	1	0	1	1	1	0	1	0
Merged-chr1-62720405-2	1	0	1	1	1	0	0	1
Merged-chr13-116972420-2	1	0	1	1	0	0	1	1
Merged-chr1-127219335-2	1	1	0	0	1	1	1	0
Merged-chr6-108836381-2	0	1	1	1	1	1	0	0
Merged-chr11-83640373-2	0	1	1	0	0	1	1	0
Merged-chr2-91696351-1	1	0	1	0	1	0	1	0
Merged-chr7-117429128-1	0	0	0	1	1	0	1	0
Merged-chr17-26514869-1	1	1	1	1	1	1	0	0
Merged-chr7-34265989-1	0	1	1	0	1	1	1	0
Merged-chr13-15850542-2	0	0	1	1	1	0	1	0
Merged-chr17-43573836-2	1	0	1	1	1	0	1	0
Merged-chr11-109420158-2	0	0	0	0	1	1	1	0
Merged-chr18-75171441-2	1	1	1	1	0	0	1	0
Merged-chr1-84883165-2	0	0	1	1	1	0	1	0
Merged-chr4-86671970-2	1	1	0	1	0	1	0	0
Merged-chr10-128780386-2	1	1	1	1	1	1	1	0
Merged-chr3-100442651-2	0	1	0	1	1	1	1	0
Merged-chr18-68160997-2	1	0	1	1	1	1	0	1
Merged-chr13-83601938-2	1	1	1	1	1	1	1	0
Merged-chr6-87743491-2	1	1	1	0	0	1	1	0
Merged-chr3-143674616-1	0	1	1	1	1	1	1	0
Merged-chr14-76332393-1	0	1	1	0	0	1	0	0
Merged-chr10-80763669-1	1	1	1	1	0	1	1	0
Merged-chr7-83610236-1	1	0	1	0	1	0	1	0
Merged-chr13-111980447-2	0	1	1	1	1	0	1	0
Merged-chr5-143579917-2	1	1	0	1	0	1	0	0
Merged-chr17-31039780-2	0	0	1	1	1	1	1	1
Merged-chr9-3015324-2	0	1	0	0	1	0	1	0
Merged-chr1-132139796-2	0	0	1	1	0	0	0	0
Merged-chr17-50182664-2	0	1	1	1	1	1	1	0
Merged-chr10-127062672-2	0	1	1	0	0	1	1	0
Merged-chr8-36122598-2	0	0	1	1	1	1	0	0
Merged-chr16-50588394-2	0	1	1	1	0	0	1	0
Merged-chr5-148399359-2	0	1	1	1	0	0	0	0
Merged-chr2-113450080-2	1	0	1	1	1	0	0	0
Merged-chr3-93506120-1	0	0	0	1	1	0	1	0
