PeakID	ATF3	AP-1	MITF(bHLH)	PB0058.1_Sfpi1_1	IRF1(IRF)	LXR-HALF	TEF	LXRE(NR),DR4
Merged-chr14-8111733-2	1	1	1	1	0	1	1	0
Merged-chr19-53332317-2	1	0	1	1	0	1	1	0
Merged-chr14-19751211-2	0	0	0	0	0	0	1	0
Merged-chr18-36348648-2	0	1	1	0	0	1	1	0
Merged-chr8-25980444-2	0	0	0	1	1	0	1	0
Merged-chr18-83981374-2	0	1	1	1	1	1	0	0
Merged-chr10-82699063-2	0	0	1	0	0	1	1	0
Merged-chr8-36613970-2	0	0	0	1	0	0	0	0
Merged-chr16-95955927-2	0	0	0	1	0	1	0	0
Merged-chr17-12250143-2	0	1	1	0	1	1	0	0
Merged-chr7-64356792-2	0	0	0	0	1	0	0	0
Merged-chr7-130648271-2	0	1	1	1	0	1	1	0
Merged-chr19-6299665-2	0	0	1	1	0	1	0	0
Merged-chr17-44078811-2	0	0	1	1	0	0	0	0
Merged-chr13-88459664-2	0	0	0	1	1	0	1	0
Merged-chr7-35754525-2	0	0	0	1	0	0	0	0
Merged-chr7-64357630-2	0	1	1	0	0	1	0	0
Merged-chr2-25628897-1	0	1	0	1	0	1	0	0
Merged-chr9-9653671-1	0	0	1	1	1	0	1	0
Merged-chr13-42527112-2	0	0	1	1	1	1	0	0
Merged-chr10-85386786-2	0	0	1	0	1	0	0	0
Merged-chr6-5103966-2	0	1	1	1	0	1	0	0
Merged-chr6-114258936-2	1	0	1	1	1	0	1	0
Merged-chr13-9082372-2	0	1	1	1	1	0	0	0
Merged-chr5-41525683-2	0	1	0	1	1	1	0	0
Merged-chr8-8452359-2	0	1	0	1	1	1	1	0
Merged-chr4-129495920-2	0	1	0	0	1	1	1	0
Merged-chr17-67350583-2	0	1	1	1	0	1	1	0
Merged-chr17-67347136-2	1	1	1	1	0	1	0	0
Merged-chr15-58015344-2	0	0	1	1	0	1	0	0
Merged-chr7-19326571-2	0	0	0	0	0	1	0	0
Merged-chr15-51952592-2	0	1	1	1	1	0	1	0
Merged-chr10-86990751-2	0	1	1	0	0	1	1	1
Merged-chr1-24100426-2	0	0	0	0	0	0	0	0
Merged-chr15-97164842-1	1	0	1	0	0	1	0	0
Merged-chr2-152686906-1	0	0	0	0	0	0	0	0
Merged-chr10-8759387-2	0	0	1	1	0	0	0	0
Merged-chrX-61680553-1	0	1	1	1	1	1	0	0
Merged-chr3-40530992-2	1	1	1	1	1	1	1	0
Merged-chr18-57878520-2	0	0	0	0	0	0	0	0
Merged-chr6-37223180-2	0	1	1	1	0	1	1	0
Merged-chr18-25883585-2	0	0	1	1	1	0	0	0
Merged-chr11-19020509-2	0	1	0	0	0	0	0	0
Merged-chr10-119063601-2	1	0	1	0	0	1	0	0
Merged-chr14-70074926-2	0	0	0	1	0	0	1	0
Merged-chr3-27270287-2	0	0	0	1	1	0	1	0
Merged-chr15-26360514-1	0	1	1	1	0	0	1	0
Merged-chr16-37597564-2	1	1	1	1	1	1	1	0
Merged-chr15-73423232-2	0	1	0	0	0	0	0	0
Merged-chr15-99875534-2	0	0	1	0	0	1	0	0
Merged-chr13-9878645-2	0	1	1	1	0	1	0	0
Merged-chr17-42924899-2	0	1	0	1	1	1	1	0
Merged-chr13-109299084-2	0	1	1	1	1	0	0	0
Merged-chr15-101254079-2	0	0	1	0	0	0	1	0
Merged-chr9-104233287-2	0	0	1	1	1	1	0	0
Merged-chr2-78869174-2	0	0	0	0	0	0	0	0
Merged-chr12-5119927-1	0	0	0	0	0	1	0	0
Merged-chr1-186575808-2	0	0	1	1	1	1	1	0
Merged-chr17-71286110-2	1	1	1	0	0	1	0	0
Merged-chr2-27762699-2	0	0	0	1	0	0	0	0
Merged-chr2-124690568-2	0	1	1	1	0	1	1	0
Merged-chr13-29293000-1	0	1	1	1	1	1	1	0
Merged-chr18-36515835-2	0	0	0	0	0	0	0	0
Merged-chr8-56292538-2	0	1	1	0	1	0	1	0
Merged-chr2-32496332-2	0	1	1	1	1	1	0	1
Merged-chr17-67345344-2	0	1	1	1	1	1	1	0
Merged-chr9-45486764-2	1	1	1	0	1	1	1	0
Merged-chr11-73024669-2	0	0	0	1	1	1	0	0
Merged-chr1-124073225-2	1	0	1	1	1	1	0	0
Merged-chr2-11588207-2	0	1	1	1	0	0	1	0
Merged-chr15-88515275-2	0	1	1	1	0	1	0	0
Merged-chr14-30908118-2	0	1	1	1	0	1	0	0
Merged-chr5-105599064-2	0	0	0	1	1	0	0	0
Merged-chr18-77796273-2	1	1	0	1	0	1	1	0
Merged-chr2-60843248-2	0	1	1	1	1	0	0	0
Merged-chr4-72165838-1	0	0	1	0	1	0	1	0
Merged-chr3-55353375-2	0	1	1	0	1	0	1	0
Merged-chr6-90550708-2	0	1	1	1	0	1	0	0
Merged-chr13-12121932-2	0	0	1	1	0	1	0	0
Merged-chr4-126162742-2	0	0	1	0	0	0	0	0
Merged-chr10-41573390-2	0	0	0	1	1	1	0	0
Merged-chr15-95850741-2	0	0	1	1	1	0	1	0
Merged-chr9-104408070-2	0	0	0	0	0	0	1	0
Merged-chr14-58321473-2	0	0	1	1	1	1	1	0
Merged-chr16-58499862-2	0	1	1	1	0	1	1	0
Merged-chr1-157039193-2	0	0	0	1	0	0	1	0
Merged-chr13-9180478-2	0	0	0	1	0	1	0	0
Merged-chr19-5924881-2	0	0	0	1	0	0	0	0
Merged-chr18-26864221-2	0	0	0	1	1	1	0	0
Merged-chr6-93758299-2	0	0	1	1	1	1	1	0
Merged-chr16-90044211-2	0	0	0	1	1	0	1	0
Merged-chr6-135937541-2	0	1	0	1	0	1	1	0
Merged-chr16-21947574-2	0	0	0	0	0	0	0	0
Merged-chr14-48459104-2	0	0	0	1	1	1	1	0
Merged-chr17-27038466-2	1	0	1	1	0	1	0	0
Merged-chr8-108985049-2	0	1	0	1	1	1	1	1
Merged-chr14-105435458-2	0	0	0	1	1	1	1	0
Merged-chr12-38779503-2	0	0	1	1	1	1	1	0
Merged-chr6-59024537-2	0	0	0	0	0	1	0	0
Merged-chr13-24463960-2	0	1	1	1	0	0	1	0
Merged-chr8-25973162-2	0	0	1	0	0	0	0	0
Merged-chr10-93095385-2	1	0	1	1	1	1	1	0
Merged-chr16-33591883-2	0	1	1	1	0	1	1	0
Merged-chr4-132329539-2	0	0	0	0	0	1	0	0
Merged-chr1-131053348-2	0	0	1	1	0	0	0	0
Merged-chr2-158306335-2	0	0	0	1	1	1	0	1
Merged-chr7-132610878-2	0	1	0	0	0	1	0	0
Merged-chr10-105271406-2	0	0	1	1	1	1	0	0
Merged-chr16-75872444-2	0	0	1	1	0	0	1	0
Merged-chr1-77832393-2	0	0	0	1	1	0	1	0
Merged-chr7-132620204-2	0	0	1	1	1	1	1	0
Merged-chr3-39269607-2	1	1	1	0	1	1	1	0
Merged-chr19-32637503-2	0	1	1	1	1	1	1	0
Merged-chr7-144941678-2	0	0	0	0	1	0	0	0
Merged-chr17-55952621-2	0	0	0	1	1	1	1	0
Merged-chr2-32507302-2	0	0	1	1	0	1	0	0
Merged-chr10-86065122-2	0	0	1	1	1	1	1	0
Merged-chr17-87985056-2	0	1	1	1	0	1	1	0
Merged-chr18-26863654-2	0	1	1	1	1	1	0	0
Merged-chr6-119848146-2	0	1	0	0	0	1	1	0
Merged-chr15-40954911-1	1	1	1	1	1	1	1	0
Merged-chr7-114079532-2	0	1	0	1	1	1	0	0
Merged-chr11-103418728-2	1	0	1	1	0	0	0	0
Merged-chr2-10591251-2	0	0	0	1	0	1	1	0
Merged-chr13-60683551-2	0	0	1	1	0	1	1	0
Merged-chr6-54593294-2	0	0	0	0	0	0	0	0
Merged-chr13-64275038-2	0	1	0	1	0	1	1	0
Merged-chr8-75067453-2	1	0	1	1	0	1	1	0
Merged-chr6-34675080-2	0	0	1	1	0	1	1	0
Merged-chr3-41565623-2	0	0	0	0	0	1	0	0
Merged-chr3-145738117-1	0	0	1	1	1	1	0	0
Merged-chr4-36014322-2	0	0	1	0	1	1	1	0
Merged-chr10-99929382-2	1	0	1	0	1	1	0	0
Merged-chr8-108901457-1	0	1	1	1	1	1	1	0
Merged-chr13-67778594-2	0	0	1	1	1	0	0	0
Merged-chr16-58476538-2	0	1	0	1	0	0	1	0
Merged-chr9-22468363-2	0	0	0	1	1	1	0	0
Merged-chr13-93007287-2	1	1	1	1	1	1	0	0
Merged-chr18-9489594-2	0	1	1	0	1	1	0	0
Merged-chr15-89174042-2	0	0	0	0	0	0	0	0
Merged-chr3-27270510-1	0	1	0	1	1	1	1	0
Merged-chr13-25791522-2	1	0	0	1	1	0	1	0
Merged-chr10-44529523-2	0	0	1	0	1	1	1	0
Merged-chr7-132610576-2	0	1	1	0	1	1	1	0
Merged-chr4-101742200-2	0	1	1	1	1	1	1	1
Merged-chr11-84597772-2	0	0	1	1	0	1	1	0
Merged-chr12-24980159-2	0	1	0	0	0	1	1	0
Merged-chr13-92977644-2	0	1	1	1	0	0	1	0
Merged-chr7-136309008-2	1	1	1	1	0	1	0	1
Merged-chr19-53855181-2	0	0	1	1	1	0	1	0
Merged-chr7-118742511-2	0	0	0	1	1	0	0	0
Merged-chr17-69143180-2	1	1	1	1	1	1	1	0
Merged-chr12-75735726-2	0	0	0	0	0	0	0	0
Merged-chr9-84545543-2	0	1	1	1	1	1	0	0
Merged-chr7-31115748-2	0	0	0	1	0	1	0	0
Merged-chr4-150656125-2	0	1	1	1	0	1	1	0
Merged-chr2-120296348-2	0	1	0	1	1	1	1	0
Merged-chr4-129513561-2	0	0	1	1	0	0	0	0
Merged-chr7-44373944-2	0	0	1	1	0	0	1	0
Merged-chr10-44589498-2	0	0	0	1	1	1	1	0
Merged-chr2-167253671-2	0	1	1	1	0	1	1	0
Merged-chr6-124273414-2	0	1	0	1	0	0	0	0
Merged-chr4-86902582-2	1	0	1	1	1	1	0	0
Merged-chr9-57874332-2	1	1	0	0	1	1	1	0
Merged-chr17-43326877-2	0	0	1	1	0	1	1	0
Merged-chr10-46108991-2	1	0	1	1	0	1	1	0
Merged-chr3-31390138-1	0	0	0	1	0	0	1	0
Merged-chr9-96530821-2	0	0	1	1	1	0	0	0
Merged-chr7-19077942-2	0	1	1	1	0	1	0	0
Merged-chr3-127490141-2	1	0	1	1	0	1	1	0
Merged-chr12-111933509-2	0	0	0	1	0	1	0	0
Merged-chr6-72141397-2	0	1	1	1	0	1	0	0
Merged-chr17-50499572-2	0	1	1	1	0	1	1	0
Merged-chr10-21419377-1	1	0	0	1	0	1	0	0
Merged-chr17-8902196-1	0	0	1	1	0	1	0	0
Merged-chr10-86990002-2	0	1	1	1	0	0	1	0
Merged-chr4-101686549-2	0	1	1	1	1	1	1	0
Merged-chr2-36216655-2	0	1	0	1	0	1	0	0
Merged-chr15-90680150-1	0	0	1	0	0	1	0	1
Merged-chr3-54277387-2	0	1	1	1	0	1	1	0
Merged-chr6-5006776-2	0	0	1	1	1	0	0	0
Merged-chr9-111977934-2	0	0	1	1	0	0	0	0
Merged-chr18-83984203-2	0	1	1	1	0	1	1	0
Merged-chr12-38780256-2	0	0	1	1	0	0	0	0
Merged-chr1-130462547-1	0	0	0	0	0	0	0	0
Merged-chr7-17056155-2	0	0	1	0	0	0	0	0
Merged-chr19-6278298-2	1	0	1	1	0	1	0	0
Merged-chr2-11188493-2	0	1	1	1	1	1	0	0
Merged-chr4-81742736-2	1	1	1	1	1	1	0	0
Merged-chr16-85133685-2	0	0	0	1	1	0	0	0
Merged-chr7-31111256-2	0	1	1	1	0	1	1	0
Merged-chr8-124231341-2	0	0	0	1	0	1	0	0
Merged-chr14-63438198-2	0	0	1	1	0	1	1	0
Merged-chr19-23057058-2	0	1	0	1	0	1	1	0
Merged-chr8-33660747-2	0	0	1	1	1	1	0	0
Merged-chr17-42449297-1	0	0	1	1	1	1	1	0
Merged-chr1-67398302-1	0	0	0	1	1	0	0	0
Merged-chr10-119063222-1	0	1	1	1	0	1	1	0
Merged-chr6-24756590-2	1	1	1	1	1	1	1	0
Merged-chr18-56490871-2	1	1	1	0	1	0	1	0
Merged-chr1-77741506-2	0	1	1	1	1	1	1	0
Merged-chr17-67474167-2	0	1	1	1	1	0	1	0
Merged-chr7-111383880-1	0	1	1	1	1	0	0	0
Merged-chr4-129500863-2	0	0	0	1	0	0	1	0
Merged-chr7-19076054-2	0	1	0	0	0	1	1	0
Merged-chr3-51709256-2	0	1	1	1	1	1	0	0
Merged-chr17-67329622-2	0	1	1	1	1	0	1	0
Merged-chr14-118663140-2	1	0	0	1	1	1	1	0
Merged-chr3-40531585-2	0	0	0	0	0	1	0	0
Merged-chr6-29216361-2	0	0	0	0	0	0	0	0
Merged-chr17-8856612-1	0	0	0	0	0	1	1	0
Merged-chr2-35732216-2	1	1	1	1	1	1	0	0
Merged-chr17-32113671-2	1	0	1	0	0	1	0	0
Merged-chr5-29948284-2	0	0	1	1	1	1	0	0
Merged-chr18-36472457-2	0	0	1	1	0	1	0	0
Merged-chr3-153572008-1	0	0	1	1	0	1	1	0
Merged-chr16-73769914-2	0	1	1	0	1	1	1	0
Merged-chr5-121584357-2	0	1	0	1	0	1	1	0
Merged-chr17-67343154-2	1	0	1	1	0	0	1	0
Merged-chr7-111373562-1	0	1	1	0	1	1	1	0
Merged-chr15-101973917-2	1	0	0	0	0	0	0	0
Merged-chr15-100761696-2	0	0	1	0	0	0	1	0
Merged-chr7-19325979-2	0	1	0	1	1	1	0	0
Merged-chr2-72838263-2	0	1	1	1	1	1	1	0
Merged-chr8-76899157-2	0	0	1	1	1	1	0	0
Merged-chr2-166554117-2	0	0	1	1	1	1	0	0
Merged-chr1-43321597-2	0	0	0	1	1	1	1	0
Merged-chr15-25680859-2	0	0	1	1	0	1	0	0
Merged-chr10-10120612-1	0	1	1	1	1	1	1	1
Merged-chr10-82178311-2	0	0	1	1	0	1	0	0
Merged-chr3-127527774-2	0	0	1	1	0	0	0	0
Merged-chr8-25994184-2	0	0	0	1	0	1	0	0
Merged-chr12-16866029-2	0	0	1	1	0	1	1	0
Merged-chr11-87987584-2	0	0	0	0	0	0	0	0
Merged-chr5-100566993-2	0	1	1	1	1	1	1	0
Merged-chr2-145371001-2	1	0	1	1	1	1	1	0
Merged-chr18-5764895-2	0	1	1	1	0	1	1	0
Merged-chr1-151819429-2	0	1	0	1	0	0	0	0
Merged-chr4-12533129-2	0	1	1	1	1	0	1	0
Merged-chr10-14103314-2	0	1	1	1	1	1	1	1
Merged-chr6-72753024-2	0	0	1	1	1	0	0	0
Merged-chr8-3392979-2	0	0	0	1	0	0	0	0
Merged-chr19-15537714-2	1	0	1	1	1	1	0	0
Merged-chr1-162005292-2	0	0	1	1	0	0	1	0
Merged-chr11-110967874-2	0	1	1	1	1	1	1	0
Merged-chr19-40873471-1	0	1	1	0	0	1	1	0
Merged-chr16-92039675-2	1	0	1	1	1	1	0	0
Merged-chr9-53633666-2	0	1	0	1	1	1	0	0
Merged-chr15-25634292-2	0	0	1	1	0	1	0	0
Merged-chr7-118522283-2	0	1	0	1	0	1	0	0
Merged-chr4-99478820-1	0	0	1	1	1	1	1	0
Merged-chr9-61977440-2	0	1	1	1	1	1	1	0
Merged-chr16-39431742-2	1	1	1	1	1	1	1	0
Merged-chr2-167260556-2	0	1	1	0	0	1	0	0
Merged-chr3-31394113-2	1	1	1	0	1	1	0	1
Merged-chr2-173784585-2	0	1	0	1	0	1	1	0
Merged-chr2-11596886-2	1	0	1	1	1	1	1	0
Merged-chr13-107857220-2	0	1	1	0	1	1	0	0
Merged-chr3-142590902-2	0	0	1	1	1	1	1	0
Merged-chr18-77797303-2	1	0	1	1	0	1	0	0
Merged-chr11-63131474-2	0	0	0	1	0	0	0	0
Merged-chr3-145653459-2	0	1	1	0	0	0	1	0
Merged-chr7-141016953-2	0	0	1	1	0	1	1	0
Merged-chrX-99695565-1	0	1	0	1	0	1	0	0
Merged-chr14-31402222-2	0	0	1	1	0	1	1	0
Merged-chr4-141016539-2	0	1	1	1	1	0	1	0
Merged-chr14-55089328-2	0	1	1	0	0	1	1	0
Merged-chr6-128143608-2	0	0	0	0	0	0	0	0
Merged-chr14-31385074-2	1	1	0	0	0	1	0	0
Merged-chrX-61680156-1	0	0	1	0	1	1	1	0
Merged-chr8-120104861-2	0	1	1	0	1	1	1	1
Merged-chr1-72415801-2	0	1	1	1	1	1	0	0
Merged-chr12-36380393-2	1	0	0	1	1	1	0	0
Merged-chr5-62858606-2	1	1	1	1	1	1	1	0
Merged-chr18-82822079-2	0	1	0	1	0	0	0	0
Merged-chr2-154549794-2	0	0	0	0	0	0	0	0
Merged-chr14-67188518-2	0	0	0	0	0	0	0	1
Merged-chr8-35375622-2	0	1	1	0	0	1	0	0
Merged-chr2-124705115-2	0	1	0	1	1	1	1	0
Merged-chr7-122821395-2	0	1	1	1	1	1	1	0
Merged-chr17-37028996-2	0	1	0	0	0	0	0	0
Merged-chr11-51817920-2	0	1	0	1	0	1	0	0
Merged-chr14-8215339-2	1	0	1	0	0	1	0	0
Merged-chr2-167225131-2	0	1	1	1	0	1	0	1
Merged-chr19-55658750-2	0	0	1	1	0	0	1	0
Merged-chr7-44374489-2	0	0	0	1	0	1	1	0
Merged-chr6-4977652-2	0	0	1	1	1	0	0	0
Merged-chr1-188984220-1	0	0	1	1	1	1	0	0
Merged-chr9-110529187-2	0	0	1	1	1	1	0	0
Merged-chr2-169928135-2	0	0	1	1	1	1	0	0
Merged-chr3-87017924-2	0	1	1	1	1	1	1	0
Merged-chr2-169700369-2	0	1	1	1	1	1	1	1
Merged-chr15-54920186-2	0	1	1	0	1	0	1	0
Merged-chr13-113917797-2	0	1	1	1	0	1	0	0
Merged-chr17-26465197-2	0	1	1	1	0	1	1	0
Merged-chr16-58481272-2	1	0	1	0	0	1	1	0
Merged-chr7-19692107-2	0	0	1	0	0	1	1	0
Merged-chr7-19496374-2	0	0	0	1	1	1	1	0
Merged-chr6-114293494-2	1	1	1	1	1	1	0	1
Merged-chr1-16161584-2	0	1	1	0	1	1	1	0
Merged-chr7-122208514-2	0	0	1	1	1	1	1	0
Merged-chr13-112786419-2	0	0	0	1	1	1	1	0
Merged-chr16-50753813-2	1	0	1	1	1	0	0	0
Merged-chr10-119062194-2	1	0	1	0	0	1	1	1
Merged-chr2-36217183-2	0	0	1	1	1	0	0	0
Merged-chr1-97319785-2	1	0	1	1	1	0	1	0
Merged-chr1-23256916-2	0	0	0	0	0	1	1	0
Merged-chr18-54998643-1	0	0	1	1	0	0	1	0
Merged-chr6-124309138-1	1	1	1	0	0	1	0	1
Merged-chr1-123934146-2	1	1	1	1	1	1	1	1
Merged-chr5-105582640-2	0	0	1	1	1	1	1	0
Merged-chr11-115059981-2	0	1	1	1	1	1	1	0
Merged-chr9-24298443-2	0	1	1	1	0	1	1	0
Merged-chr6-140767476-2	0	1	0	1	1	1	1	0
Merged-chr4-149790773-2	0	1	1	1	1	1	1	0
Merged-chr4-99208628-2	1	0	1	1	0	0	1	0
Merged-chr10-79877905-2	0	1	1	1	0	1	1	0
Merged-chr15-100405635-1	0	0	1	1	1	1	1	0
Merged-chr16-39197103-1	0	0	1	1	1	1	1	0
Merged-chr10-8747947-1	1	1	1	1	0	0	0	0
Merged-chr7-5125969-2	0	0	0	1	1	0	0	0
Merged-chr3-97232533-2	0	0	1	1	1	1	0	0
Merged-chr8-56299595-2	1	0	1	1	1	0	0	0
Merged-chr13-112799995-2	1	0	1	1	1	0	1	0
Merged-chr18-39137617-2	1	0	1	0	1	0	0	0
Merged-chr7-144939829-2	0	1	1	0	0	1	1	0
Merged-chr1-136569414-2	0	0	1	1	0	1	1	0
Merged-chr7-104398690-2	0	1	0	1	1	0	0	0
Merged-chr9-122901284-2	0	0	0	1	1	0	0	0
Merged-chr7-65645267-2	0	0	0	0	0	0	1	0
Merged-chr15-31615640-2	1	0	1	0	0	1	1	1
Merged-chr6-72152848-2	0	0	1	1	0	0	0	0
Merged-chr2-124626628-2	0	0	1	1	0	0	1	0
Merged-chr1-82798462-2	0	0	1	1	1	1	0	0
Merged-chr5-62766263-2	1	0	0	1	0	0	0	0
Merged-chr1-33908018-2	1	0	0	0	0	0	0	0
Merged-chr1-120517777-2	0	0	1	1	0	1	0	0
Merged-chr18-30444832-2	0	0	0	1	1	1	1	0
Merged-chr17-80446013-2	0	0	0	1	0	1	1	0
Merged-chr17-37044829-2	1	1	0	1	1	1	1	0
Merged-chr6-121226980-2	0	1	1	1	1	1	0	0
Merged-chr6-29216019-2	0	0	0	1	0	1	0	0
Merged-chr18-60733535-2	0	0	0	1	1	0	1	0
Merged-chr15-4734317-2	0	0	1	1	0	1	1	1
Merged-chr18-77794715-2	0	0	0	1	0	0	1	0
Merged-chr17-57341733-2	0	1	0	1	0	0	1	0
Merged-chr19-6401571-2	0	0	0	0	0	1	0	0
Merged-chr12-55421464-2	0	0	1	1	1	1	0	0
Merged-chr8-36812585-2	0	1	1	1	1	1	0	0
Merged-chr11-9337374-2	1	1	0	0	0	0	0	0
Merged-chr11-116658015-2	0	1	0	1	1	1	1	0
Merged-chr8-14669594-1	1	1	1	1	1	1	0	0
Merged-chr10-62582428-2	0	1	1	1	0	1	1	0
Merged-chr13-12370104-1	0	1	1	0	1	1	1	0
Merged-chr3-153571297-1	0	0	1	1	1	1	0	0
Merged-chr13-115958596-1	0	0	1	1	1	0	1	0
Merged-chr10-45277176-2	0	1	1	1	1	1	0	0
